SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1465.00,1483.00,1430.80,1444.55,1445.00,1462.00,1918,18025,26284690.00,
500003,AEGIS LOGIS ,A ,Q,309.80,309.80,294.45,297.95,297.70,304.30,789,16046,4834750.00,
500008,AMAR RAJA BA,A ,Q,971.00,995.00,966.50,990.90,989.55,969.25,2983,89415,87646872.00,
500009,A.SARABHAI  ,X ,Q,20.65,21.20,20.50,20.80,20.80,20.60,152,29226,611296.00,
500010,HDFC        ,A ,Q,2740.05,2779.00,2740.00,2770.50,2770.50,2747.30,8806,95413,263633145.00,
500012,ANDHRA PETRO,X ,Q,52.80,52.90,50.10,51.60,51.60,52.10,539,76978,3951869.00,
500013,ANSAL INFRAS,B ,Q,6.78,6.78,6.78,6.78,6.78,6.46,3,69,467.00,
500014,UTIQUE      ,X ,Q,1.79,1.79,1.72,1.79,1.79,1.81,20,4356,7717.00,
500016,ARUNAHTEL   ,XT,Q,6.00,6.00,6.00,6.00,6.00,6.30,4,272,1632.00,
500020,BOM DYEING  ,A ,Q,73.10,74.00,71.00,72.75,72.75,73.10,1748,327662,23941484.00,
500023,ASIANHOTNR  ,B ,Q,69.50,72.50,69.50,70.80,70.80,69.95,49,5083,367280.00,
500027,ATUL LTD.   ,A ,Q,6387.95,6387.95,6278.20,6335.95,6321.00,6297.35,614,60490,381103084.00,
500028,ATV PROJECTS,XT,Q,4.80,5.18,4.80,4.96,5.00,4.94,32,7249,36118.00,
500029,AUTOLITE(I) ,Z ,Q,30.00,30.20,28.75,28.75,28.75,28.80,19,2904,86485.00,
500031,BAJAJ ELECT.,A ,Q,1060.20,1075.00,1013.35,1021.55,1021.55,1049.85,3446,50748,52832817.00,
500032,BAJAJHIND   ,A ,Q,6.47,6.56,6.41,6.46,6.46,6.47,446,328338,2127917.00,
500033,FORCE MOTR  ,A ,Q,1435.35,1440.00,1401.10,1409.40,1409.85,1431.45,400,2025,2867364.00,
500034,BAJFINANCE  ,A ,Q,5420.00,5502.05,5397.50,5478.85,5478.85,5399.55,7406,87347,475603659.00,
500038,BALRAM.CHINI,A ,Q,160.15,162.35,157.35,158.75,158.75,160.05,667,36942,5905929.00,
500039,BANCO PROD. ,B ,Q,173.70,174.00,162.90,170.80,170.80,170.45,1467,74612,12668435.00,
500040,CENTURY TEXT,A ,Q,458.00,462.85,452.95,456.15,453.85,458.55,442,13911,6380141.00,
500041,BANNARI AMAN,A ,Q,1610.00,1610.00,1580.00,1589.45,1588.00,1622.25,24,76,120630.00,
500042,BASF INDIA  ,A ,Q,1729.00,1795.00,1703.75,1765.95,1765.95,1704.25,3724,22525,39597762.00,
500043,BATA INDIA  ,A ,Q,1597.65,1597.65,1545.00,1569.50,1569.50,1574.35,2053,32750,51147656.00,
500048,BEML LTD    ,A ,Q,972.00,1003.95,963.05,979.30,972.00,969.15,2646,68081,66877388.00,
500049,BHARAT ELECT,A ,Q,139.00,142.35,138.50,140.00,140.00,137.90,2717,499021,69793283.00,
500052,BHANSALI ENG,A ,Q,142.00,142.60,136.95,140.80,142.50,141.25,987,111991,15583445.00,
500055,TATASTLBSL  ,B ,Q,45.05,45.40,42.85,43.40,43.40,43.75,1541,527794,23075902.00,
500060,BIRLACABLE  ,B ,Q,63.40,64.45,63.10,63.45,63.45,63.30,57,3109,197511.00,
500067,BLUE STAR   ,A ,Q,822.00,822.00,790.55,815.70,814.20,805.40,699,83667,67015226.00,
500068,DISA INDIA  ,X ,Q,4001.00,4020.00,3980.00,4015.00,4015.00,4020.85,26,165,661592.00,
500069,BNK CAPITAL ,X ,Q,112.00,113.90,110.00,111.80,110.00,111.60,71,9338,1043577.00,
500074,BPL LTD.    ,B ,Q,22.40,22.70,22.05,22.25,22.45,22.55,137,13154,293169.00,
500078,OAL         ,B ,Q,585.00,601.00,576.35,595.60,601.00,585.30,327,3189,1864230.00,
500083,CENTURY EXT ,B ,Q,4.62,4.74,4.50,4.66,4.71,4.70,123,33361,153639.00,
500084,CESC LTD.   ,A ,Q,606.00,618.85,601.35,617.15,615.90,607.75,1917,34940,21407723.00,
500085,CHAMBAL FERT,A ,Q,238.95,238.95,232.00,233.40,233.30,233.90,603,28697,6712781.00,
500086,EXIDE IND.  ,A ,Q,212.90,215.50,209.75,214.45,214.45,211.25,3030,302542,64382882.00,
500087,CIPLA LTD.  ,A ,Q,849.40,866.85,841.30,863.55,863.55,842.50,6861,227750,194730009.00,
500089,DIC INDIA   ,B ,Q,396.75,396.75,385.25,394.20,394.20,397.45,29,100,39360.00,
500092,CRISIL LTD  ,A ,Q,1975.00,1975.00,1915.00,1920.75,1919.00,1948.15,321,1017,1958145.00,
500093,CGPOWER     ,B ,Q,46.90,46.90,44.60,45.30,45.30,46.90,1552,673148,30724326.00,
500096,DABUR (I)   ,A ,Q,529.85,529.85,522.20,524.50,524.35,524.95,1153,47149,24760183.00,
500097,DALMIASUG   ,A ,Q,143.10,143.35,141.25,141.70,142.00,141.50,188,6557,931267.00,
500101,ARVIND Ltd  ,A ,Q,58.45,63.40,57.40,61.55,61.55,57.75,4372,659422,40171557.00,
500102,BALARPUR IND,Z ,Q,1.41,1.41,1.30,1.32,1.35,1.35,303,1503011,2003439.00,
500103,BHEL        ,A ,Q,38.75,39.40,37.75,38.25,38.25,38.80,10930,4752692,183682771.00,
500104,HIND.PETRO  ,A ,Q,226.60,229.00,221.85,225.25,225.35,225.95,4280,301908,67996112.00,
500106,IFCI LTD    ,A ,Q,9.05,9.10,8.91,9.01,9.01,9.03,21640,388635,3501142.00,
500108,MAHA.TELE   ,B ,Q,13.07,13.26,12.86,12.90,12.90,12.96,3062,160861,2098574.00,
500109,MRPL        ,A ,Q,35.45,35.95,34.70,34.85,34.75,35.20,385,85261,3002244.00,
500110,CHENNAI PET.,A ,Q,91.65,95.45,91.20,94.65,94.65,91.85,1561,158566,14869150.00,
500111,REL.CAP.    ,B ,Q,10.05,10.26,10.00,10.07,10.07,10.15,579,250059,2519566.00,
500112,STATE BANK  ,A ,Q,394.70,397.75,388.00,392.05,392.05,394.70,20346,2172808,853450753.00,
500113,STEEL AUTH. ,A ,Q,68.40,69.75,66.05,66.65,66.65,66.65,10480,10287586,693093419.00,
500114,TITAN       ,A ,Q,1575.00,1589.00,1525.00,1563.30,1563.30,1560.05,6604,141246,218576277.00,
500116,IDBI BANK L ,A ,Q,30.25,30.40,29.45,29.65,29.65,30.10,1239,657639,19713278.00,
500117,DCW LTD.    ,B ,Q,21.15,21.80,20.75,20.90,21.05,20.75,393,110009,2330961.00,
500119,DHAMPUR SUGA,A ,Q,172.95,172.95,169.30,171.20,171.00,169.70,354,21757,3709628.00,
500120,DIAMINES&CHM,X ,Q,327.00,327.00,312.00,313.45,313.45,317.00,400,12435,3919631.00,
500123,ELANTAS     ,A ,Q,2866.00,2967.90,2855.00,2951.95,2967.90,2888.35,101,771,2253018.00,
500124,DR.REDDY'S  ,A ,Q,4840.00,4881.85,4760.50,4821.10,4821.10,4845.50,4096,35674,171684895.00,
500125,E.I.D.PAR   ,A ,Q,333.95,340.15,327.35,329.60,329.20,331.60,847,26336,8777239.00,
500126,PGHL        ,A ,Q,7298.10,7450.00,7257.65,7325.05,7350.00,7315.15,395,995,7288464.00,
500128,ELEC.CASTING,B ,Q,22.70,22.70,21.60,21.80,21.85,22.40,215,69676,1535324.00,
500133,ESAB INDIA  ,A ,Q,1988.30,2028.90,1900.90,1929.80,1911.10,1988.00,218,778,1524023.00,
500135,EPL         ,A ,Q,210.05,212.30,203.40,204.95,204.05,207.70,1641,28150,5859298.00,
500136,ESTER INDUS.,B ,Q,101.90,107.25,100.40,106.55,107.25,100.40,1560,84832,8875935.00,
500143,P.H.CAPITAL ,X ,Q,17.85,17.85,17.85,17.85,17.85,17.00,1,382,6818.00,
500144,FINOL. CABLE,A ,Q,364.00,371.00,364.00,369.30,369.90,372.60,444,10840,4002342.00,
500147,COCKERILL   ,X ,Q,825.00,825.00,804.00,808.35,822.95,821.05,5,38,30917.00,
500148,UFLEX LTD   ,A ,Q,345.60,358.00,340.00,351.35,351.35,339.05,1515,34321,11927805.00,
500150,FOSECO INDIA,B ,Q,1299.00,1319.00,1285.00,1307.00,1307.00,1272.10,43,153,198677.00,
500151,GOLDEN TOB  ,B ,Q,46.85,46.90,46.00,46.15,46.15,45.75,27,411,19048.00,
500153,GANESH BENZO,X ,Q,62.00,64.25,60.55,61.95,61.95,61.35,353,67656,4201305.00,
500159,METROGLOBL  ,X ,Q,53.60,54.45,50.50,54.00,54.45,52.90,41,2779,147426.00,
500160,GTL LTD.    ,B ,Q,7.00,7.00,6.61,6.75,6.75,6.85,1244,30396,204240.00,
500163,GODFREY PH  ,A ,Q,911.05,923.75,911.05,917.50,919.90,917.00,531,6073,5581312.00,
500164,GODREJ IND  ,A ,Q,449.50,456.75,445.20,449.75,450.00,451.80,353,8094,3647642.00,
500165,KANSAI NERO ,A ,Q,575.60,595.10,575.60,585.35,585.30,588.05,575,11034,6502567.00,
500166,GOODRICKE   ,X ,Q,240.00,244.80,230.95,234.75,234.75,261.00,927,63299,14984562.00,
500168,GOODYEAR (I),A ,Q,989.00,989.00,968.20,976.70,977.25,972.70,457,3031,2959034.00,
500170,GTN INDUS   ,B ,Q,10.86,11.93,10.85,11.35,11.35,11.37,9,1575,17132.00,
500171,GHCL LTD    ,A ,Q,212.55,213.40,207.05,211.85,212.00,212.50,439,6208,1305299.00,
500173,GFLLIMITED  ,A ,Q,85.65,86.00,84.05,85.10,86.00,84.80,57,4693,397678.00,
500174,GUJ.LEASE   ,B ,Q,2.70,2.75,2.50,2.60,2.60,2.64,9,3302,8657.00,
500179,HCL INFOSYS ,B ,Q,9.41,9.48,9.10,9.18,9.21,9.31,236,47670,440627.00,
500180,HDFC BANK   ,A ,Q,1609.00,1614.50,1567.10,1583.50,1583.50,1612.05,13546,304555,485390518.00,
500182,HEROMOTOCO  ,A ,Q,3498.05,3566.45,3488.95,3539.25,3539.25,3498.05,4305,56409,198992568.00,
500183,HFCL        ,A ,Q,27.30,28.55,26.70,28.40,28.40,27.10,5042,2785651,77487221.00,
500184,HSCL        ,A ,Q,46.00,46.45,44.65,45.10,45.10,47.35,1548,353622,16040732.00,
500185,HIND.CONSTN.,A ,Q,8.40,8.57,8.35,8.44,8.44,8.35,481,240819,2031516.00,
500186,HIND.OIL EXP,A ,Q,87.50,87.50,84.30,84.65,84.65,87.10,392,25968,2224534.00,
500187,HSIL        ,B ,Q,175.60,181.25,174.00,176.45,177.00,175.65,603,29224,5166076.00,
500188,HINDUS.ZI   ,A ,Q,298.00,300.75,294.40,298.75,298.75,297.25,3094,105284,31388600.00,
500189,NXTDIGITAL  ,B ,Q,532.15,532.15,487.80,514.95,528.00,518.85,149,1256,626104.00,
500191,HMT LTD.    ,Z ,Q,28.35,28.40,25.75,26.25,26.25,27.10,83,18139,475437.00,
500192,PRAG BOSIMI ,XT,Q,2.08,2.08,1.90,1.91,1.91,2.00,20,3800,7362.00,
500193,HLVLTD      ,B ,Q,5.89,5.96,5.89,5.93,5.91,5.96,74,35922,212562.00,
500199,I.G.PETRO   ,B ,Q,490.05,500.00,450.25,453.25,456.00,475.85,1754,31806,14908235.00,
500201,IND.GLYCOLS ,A ,Q,435.55,436.00,418.70,422.10,422.10,438.45,311,5373,2299054.00,
500206,MARGO FIN   ,X ,Q,7.15,7.15,7.15,7.15,7.15,7.10,1,1,7.00,
500207,INDO RAMA   ,B ,Q,33.05,33.40,32.40,32.85,32.75,33.25,64,4965,162887.00,
500209,INFOSYS LTD ,A ,Q,1303.60,1304.20,1284.00,1296.10,1296.10,1305.00,5818,170488,220508824.00,
500210,INGERSOLL   ,A ,Q,748.55,752.25,733.20,735.35,737.50,742.95,340,2103,1564074.00,
500211,INSILCO LTD.,X ,Q,8.79,9.00,8.56,8.66,8.93,8.84,44,3841,33486.00,
500212,INTEG.FIN.SE,XT,Q,30.00,30.00,29.80,29.80,29.80,31.35,6,279,8335.00,
500213,INTER.TRAVEL,X ,Q,56.00,57.70,55.00,55.10,55.10,56.85,54,3645,204879.00,
500214,ION EXCHANGE,A ,Q,1202.15,1250.15,1190.25,1224.10,1224.10,1202.15,858,27741,33604330.00,
500215,AGRO TECH FO,A ,Q,844.45,845.65,830.00,835.65,832.30,849.65,157,594,498715.00,
500219,JAIN IRRIG  ,A ,Q,21.10,21.10,20.20,20.25,20.20,20.45,289,145106,2962964.00,
500220,JASCH INDUST,X ,Q,46.05,50.65,46.05,49.30,49.30,48.15,46,7841,381162.00,
500223,JCT LTD     ,X ,Q,0.96,0.96,0.93,0.93,0.93,0.97,314,1623694,1519693.00,
500227,JINDAL POLYF,A ,Q,494.95,545.50,492.15,532.70,543.95,486.70,3914,71980,37442454.00,
500228,JSWSL       ,A ,Q,407.00,413.85,400.00,410.70,410.70,406.65,6224,580159,236424021.00,
500231,UMANG DAIR  ,B ,Q,60.50,61.00,59.30,60.00,60.10,60.75,38,2246,135794.00,
500233,KAJARIA CER.,A ,Q,896.60,924.00,882.60,916.50,914.00,883.75,1368,292082,263257877.00,
500234,KAKATIYA CEM,B ,Q,167.30,167.95,164.25,164.65,164.40,164.35,72,696,115611.00,
500235,KALYANI STEL,A ,Q,280.05,298.00,280.05,283.40,283.40,280.70,1769,47945,13871919.00,
500236,KANELIND    ,X ,Q,1.11,1.11,1.11,1.11,1.11,1.09,3,12073,13401.00,
500238,WHIRLPOOL   ,A ,Q,2340.00,2486.00,2340.00,2468.95,2468.95,2333.80,4238,39627,96833397.00,
500239,KG DENIM    ,X ,Q,28.50,29.00,28.10,28.80,28.50,28.95,40,3361,96208.00,
500240,KINETIC ENG.,XT,Q,31.60,34.20,31.60,33.85,34.20,32.60,113,20306,688263.00,
500241,KIRL.BROS.  ,B ,Q,165.00,165.00,155.45,157.00,157.20,158.80,153,4056,639138.00,
500243,KIRL INDUS  ,B ,Q,955.60,955.60,930.55,950.85,955.00,948.15,148,882,833891.00,
500245,KIRL.FERROUS,B ,Q,156.00,156.10,149.45,152.45,153.45,154.80,242,9078,1381915.00,
500246,ENVAIN ELECT,X ,Q,39.95,39.95,36.50,36.50,36.50,38.30,8,1522,56247.00,
500247,KOTAK MAH.BK,A ,Q,1954.55,1961.85,1936.30,1953.65,1953.65,1949.20,10431,143830,279978852.00,
500249,KSB         ,A ,Q,661.10,663.90,653.00,655.50,657.15,668.00,179,982,645790.00,
500250,L.G.BALKRISH,A ,Q,331.00,341.90,329.00,332.10,333.00,328.70,294,5571,1858294.00,
500251,TRENT LTD.  ,A ,Q,678.00,696.90,669.25,686.75,686.75,678.00,713,11978,8148904.00,
500252,LAXMIMACH   ,A ,Q,6110.10,6353.00,6110.10,6213.55,6252.80,6259.75,567,1566,9816477.00,
500253,LIC HOUS.FIN,A ,Q,433.30,442.65,432.65,439.20,439.20,439.10,3521,191754,83948889.00,
500257,LUPIN LTD.  ,A ,Q,1069.55,1073.50,1049.10,1068.85,1070.45,1058.15,2107,59887,63618150.00,
500259,LYKA LABS   ,T ,Q,31.00,32.00,31.00,31.95,31.95,30.50,117,23847,757919.00,
500260,RAMCOCEM    ,A ,Q,928.00,945.20,914.85,929.90,925.20,930.40,2156,38841,36045055.00,
500264,MAFATLAL IND,X ,Q,100.90,102.00,97.50,100.70,100.50,98.85,75,11806,1193645.00,
500265,MAH.SEAMLESS,A ,Q,283.00,289.80,281.85,287.85,289.50,281.90,262,4073,1161606.00,
500266,MAH.SCOOTER ,A ,Q,3908.70,3921.60,3887.00,3888.40,3888.15,3873.10,217,812,3166173.00,
500267,MAJESTIC AUT,X ,Q,107.30,114.80,107.30,109.10,112.40,111.30,55,3004,331575.00,
500268,MANALI PETRO,B ,Q,44.80,45.40,42.50,45.40,45.40,37.85,6340,1968609,88090746.00,
500271,MFSL        ,A ,Q,749.90,798.75,743.00,776.75,776.75,737.90,11996,331083,257553510.00,
500277,MID INDIA IN,XT,Q,1.40,1.40,1.37,1.37,1.37,1.37,4,160,219.00,
500279,MIRC ELECT  ,B ,Q,12.35,13.23,12.13,13.19,13.19,12.60,514,339124,4424474.00,
500280,CENTURY ENKA,B ,Q,248.65,249.55,242.25,247.45,248.00,249.30,284,6469,1586950.00,
500284,LORDS CHLORO,XT,Q,31.85,33.20,30.65,31.10,31.10,31.90,12,281,8833.00,
500285,SPICEJET LTD,A ,Q,87.90,90.30,87.05,87.85,87.85,86.85,5896,776051,68761569.00,
500288,MOREPEN LAB.,A ,Q,29.15,29.40,28.70,29.05,29.05,29.25,853,207244,6001294.00,
500290,MRF LTD.    ,A ,Q,93979.95,97921.70,92785.35,97008.00,97008.00,93751.25,2813,3919,372603325.00,
500292,HEIDEL CEM  ,A ,Q,230.00,233.90,225.30,232.35,232.35,229.90,1733,35568,8143771.00,
500294,NCC         ,A ,Q,90.10,95.00,87.50,90.90,90.90,90.05,8227,1038436,94616312.00,
500295,VEDL        ,A ,Q,184.50,187.65,180.80,186.15,186.15,181.60,4631,777098,143284016.00,
500296,NAHAR SPG.  ,B ,Q,77.95,81.90,76.30,78.10,78.10,80.05,170,5841,465679.00,
500298,NAT.PEROXIDE,A ,Q,1949.95,1967.90,1930.00,1940.70,1940.70,1947.00,451,3115,6055197.00,
500300,GRASIM IND. ,A ,Q,1224.00,1249.00,1217.45,1232.05,1232.05,1218.25,5292,273892,338354134.00,
500302,PEL         ,A ,Q,1566.00,1639.05,1566.00,1622.15,1622.15,1578.25,5082,87462,141688081.00,
500304,NIIT LTD.   ,A ,Q,194.00,195.15,191.00,193.60,193.75,191.85,249,15267,2952664.00,
500306,JAYKAY      ,XT,Q,20.25,20.25,20.25,20.25,20.25,19.90,52,31509,638057.00,
500307,NIRLON      ,A ,Q,281.10,287.95,281.10,285.00,285.00,289.15,55,8764,2489038.00,
500312,ONGC CORPN  ,A ,Q,101.60,102.50,98.70,99.95,99.95,101.00,4763,1069213,107271415.00,
500314,ORIENT HOTEL,B ,Q,23.75,24.15,23.00,24.10,24.10,23.40,47,1804,42370.00,
500317,OSWAL AGRO. ,B ,Q,10.58,11.05,10.54,10.60,10.60,10.64,54,14295,154011.00,
500319,INDIAN SUCRO,X ,Q,25.80,25.80,24.15,24.80,24.80,24.50,7,2151,51968.00,
500325,RELIANCE    ,A ,Q,1957.70,1983.95,1928.00,1975.25,1975.25,1955.95,21970,470988,919869183.00,
500327,PILITA      ,B ,Q,13.01,14.00,12.85,12.99,12.99,13.13,171,54939,728014.00,
500330,RAYMOND     ,A ,Q,335.70,338.80,327.30,334.90,334.90,341.25,1429,74366,24776758.00,
500331,PIDILITE    ,A ,Q,1764.00,1784.10,1743.00,1757.40,1759.05,1764.45,2534,32360,56887946.00,
500333,PIX TRANS   ,X ,Q,388.30,394.00,355.00,370.05,374.85,382.45,521,21452,7918101.00,
500335,BIRLA CORPN.,A ,Q,821.10,824.10,800.05,814.30,814.30,821.40,1232,21676,17623305.00,
500336,SURYA ROSHNI,A ,Q,308.35,333.15,308.35,323.00,323.00,311.20,2202,40775,13278104.00,
500337,PRIME SECUR.,B ,Q,41.05,42.00,40.55,41.95,42.00,41.05,61,4817,201296.00,
500338,PRSMJOHNSN  ,A ,Q,100.00,107.70,99.75,106.25,106.25,100.10,1254,108264,11431003.00,
500339,RAIN        ,A ,Q,137.00,140.00,132.90,134.35,134.55,136.20,1285,137163,18565509.00,
500343,AMJLAND     ,B ,Q,25.55,25.55,25.20,25.45,25.45,25.90,17,1698,43070.00,
500346,PUN.COMMUNI.,B ,Q,23.95,24.00,21.10,21.25,21.25,22.70,50,1712,37816.00,
500350,RSWM  LTD   ,B ,Q,156.00,156.00,153.00,153.00,153.00,156.00,123,1185,182754.00,
500354,RAJSH.SUGAR ,B ,Q,16.00,16.00,13.60,15.75,15.75,15.95,25,590,9059.00,
500355,RALLIS INDIA,A ,Q,268.00,272.00,265.10,267.40,267.40,269.15,1468,30350,8104510.00,
500356,RAMANEWS    ,B ,Q,14.54,14.77,14.29,14.40,14.39,14.64,34,3595,51851.00,
500357,RAMA PAPER  ,XT,Q,13.50,13.50,13.48,13.48,13.48,13.75,11,16035,216155.00,
500358,RAMA PETRO  ,X ,Q,2.15,2.25,2.15,2.25,2.25,2.15,5,910,1957.00,
500360,RAPICUT CARB,X ,Q,28.15,28.15,27.15,27.35,27.30,29.25,17,630,17479.00,
500365,WELSPLSOL   ,X ,Q,10.23,10.88,10.23,10.31,10.30,10.56,70,25150,263915.00,
500366,ROLTA (I)   ,B ,Q,3.96,4.24,3.96,4.14,4.13,4.07,1170,78451,324559.00,
500367,RUBFILA INT.,X ,Q,60.40,63.40,59.50,62.60,62.60,59.45,406,78954,4842971.00,
500368,RUCHI SOYA  ,B ,Q,704.40,720.00,694.90,711.85,711.85,704.75,437,5402,3817985.00,
500370,SALORA INT. ,XT,Q,29.75,29.75,27.05,29.65,29.70,28.35,23,8441,248960.00,
500378,JINDAL SAW  ,A ,Q,74.30,74.30,72.00,72.30,72.30,73.05,479,36763,2676270.00,
500380,JK LAKSHMI  ,A ,Q,378.30,380.50,363.00,373.60,375.70,378.30,840,26591,9884566.00,
500387,SHREE CEMENT,A ,Q,28198.85,28554.30,27895.50,28313.55,28280.00,28198.85,838,1800,50780116.00,
500388,SHREE KRISHN,XT,Q,20.15,20.15,20.15,20.15,20.15,21.20,4,39,785.00,
500390,REL INFRA   ,A ,Q,31.80,32.20,30.85,31.30,31.20,32.35,718,198021,6188691.00,
500400,TATA POWER  ,A ,Q,88.25,89.95,86.45,88.20,88.20,87.15,6848,2502611,219999998.00,
500402,SPMLINFRA   ,B ,Q,15.25,15.45,14.37,14.70,14.70,15.33,65,11485,173470.00,
500403,SUNDARAM FAS,A ,Q,593.05,602.90,586.45,596.55,600.00,593.05,610,7522,4462798.00,
500404,SUNFLAG IRON,A ,Q,62.00,64.35,62.00,63.10,63.45,61.55,401,48580,3076387.00,
500405,SUPREME PET ,A ,Q,368.15,381.70,365.45,380.05,379.95,366.10,1265,32810,12347360.00,
500407,SWARAJ ENGIN,A ,Q,1293.55,1293.55,1277.00,1279.80,1280.65,1288.05,95,534,683731.00,
500408,TATA ELXSI  ,A ,Q,2877.80,2877.80,2810.05,2823.10,2823.10,2869.60,2275,26383,74657824.00,
500410,ACC LTD     ,A ,Q,1774.00,1801.10,1747.20,1764.75,1762.65,1761.25,3014,57732,102281928.00,
500411,THERMAX     ,A ,Q,1138.05,1148.80,1131.00,1134.70,1134.70,1154.00,203,1516,1722997.00,
500412,THIRUMALAI  ,A ,Q,101.75,104.70,100.50,102.85,102.85,99.75,1553,133950,13691129.00,
500413,THOMAS COOK ,A ,Q,46.20,48.30,45.45,47.45,47.30,45.75,377,48069,2272490.00,
500414,TIMEX GROUP ,X ,Q,31.35,31.90,30.15,31.10,31.10,31.55,71,11223,349124.00,
500418,TOKYO PLAST ,B ,Q,72.60,72.60,71.65,72.35,71.65,73.10,4,150,10851.00,
500420,TORRENT PHAR,A ,Q,2600.00,2600.00,2543.75,2585.65,2593.05,2581.50,2528,26748,68722751.00,
500422,TRANSCHEM   ,X ,Q,17.75,19.75,17.75,18.10,18.10,18.15,15,433,7982.00,
500425,AMBUJA CEME ,A ,Q,270.70,277.80,270.50,271.70,271.70,270.50,3757,723865,197943973.00,
500426,UTLINDS     ,XT,Q,16.32,16.32,15.16,16.10,16.10,15.95,43,7418,114372.00,
500429,UNIPHOS ENT.,B ,Q,81.55,82.00,80.00,80.00,80.00,81.00,109,6508,527070.00,
500439,VARD HOLDNG ,B ,Q,1350.05,1370.00,1330.00,1352.80,1352.80,1353.35,13,69,93052.00,
500440,HINDALCO    ,A ,Q,280.00,283.10,274.75,279.35,279.35,278.30,5966,825902,230433241.00,
500444,WEST COAS PA,A ,Q,185.00,187.70,183.10,186.70,187.50,183.85,317,11429,2130089.00,
500449,HIND.ORG.CHM,T ,Q,24.05,24.50,23.25,23.80,23.95,24.05,296,66557,1585097.00,
500450,MPIL CORP L ,X ,Q,241.00,250.00,241.00,245.20,245.20,249.85,5,105,25725.00,
500456,PAS.ACRYLON ,X ,Q,12.06,14.90,11.90,14.32,14.32,12.45,272,211612,2840343.00,
500458,KORE        ,XT,Q,2.45,2.45,2.37,2.37,2.37,2.49,13,2448,5810.00,
500459,PROCTER &GAM,A ,Q,12763.00,12794.80,12515.00,12537.60,12550.00,12750.45,230,511,6437824.00,
500460,MUKAND LTD. ,B ,Q,67.80,70.00,65.25,66.25,66.90,63.75,627,33532,2251999.00,
500463,AGCNET      ,B ,Q,850.00,864.95,820.00,864.35,864.95,850.00,65,422,359296.00,
500464,UCAL FUEL   ,B ,Q,128.55,130.00,126.00,128.75,128.60,128.60,79,833,107356.00,
500467,HARR.MALAYAL,B ,Q,117.60,118.55,114.65,116.10,116.65,116.65,352,31760,3700009.00,
500469,FEDERAL BANK,A ,Q,83.40,83.70,81.80,82.85,82.85,82.95,2023,988757,81663338.00,
500470,TATA STEEL  ,A ,Q,713.00,724.40,680.40,690.25,690.25,699.55,48986,2450547,1710014403.00,
500472,SKF INDIA   ,A ,Q,2325.00,2425.80,2310.75,2392.05,2375.00,2336.20,1156,5843,13851811.00,
500477,ASHOK LEYL. ,A ,Q,135.00,135.00,131.10,133.90,133.90,134.60,6291,1064092,141431007.00,
500480,CUMMINS (I) ,A ,Q,763.00,798.70,763.00,795.80,795.80,774.35,2686,71854,56390427.00,
500483,TATA COMM   ,A ,Q,1041.00,1043.85,1017.50,1027.35,1032.00,1047.95,427,4690,4820460.00,
500488,ABBOTT (I)  ,A ,Q,14624.95,14624.95,14300.00,14371.70,14389.90,14671.00,1154,13515,194507805.00,
500490,BAJ HOLD INV,A ,Q,3560.00,3563.35,3509.00,3523.00,3522.55,3530.75,271,954,3369483.00,
500493,BHARAT FORGE,A ,Q,652.00,659.00,638.00,655.35,655.35,644.45,2848,95597,61996885.00,
500495,ESCORTS LTD.,A ,Q,1423.00,1454.45,1407.55,1442.35,1442.35,1428.15,5640,141943,202870208.00,
500500,HIND.MOTORS ,B ,Q,6.87,6.87,6.33,6.79,6.60,6.55,1227,99013,663908.00,
500510,LARSEN & TOU,A ,Q,1562.00,1562.45,1528.80,1552.90,1552.90,1566.25,5031,108229,167540914.00,
500520,MAH & MAH   ,A ,Q,900.00,917.00,887.00,914.35,914.35,894.60,6157,256412,231773025.00,
500530,BOSCH LTD   ,A ,Q,16336.10,16460.00,16070.05,16295.15,16320.90,16323.35,834,2553,41416445.00,
500547,BHARAT PET. ,A ,Q,424.50,424.75,409.05,415.70,415.70,419.35,4100,1082709,449500939.00,
500550,SIEMENS LTD.,A ,Q,1882.00,1882.00,1831.00,1860.70,1855.50,1849.30,846,11685,21677191.00,
500570,TATA MOTORS ,A ,Q,325.55,332.50,319.50,328.95,328.95,325.10,62129,7313560,2379412210.00,
500575,VOLTAS LTD  ,A ,Q,1020.35,1095.55,1020.35,1090.15,1090.15,1080.15,3208,86489,92704428.00,
500620,GREAT EASTE ,A ,Q,264.00,264.00,255.90,257.60,257.95,257.65,362,7222,1859366.00,
500645,DEEPAK FERT.,A ,Q,154.00,159.40,154.00,157.20,157.00,157.25,363,30925,4865970.00,
500650,EXCEL INDUST,A ,Q,843.05,847.80,837.60,842.25,844.60,835.60,163,844,711064.00,
500655,GARWARE POLY,X ,Q,516.05,574.90,516.00,560.90,560.90,516.05,1050,159176,86900116.00,
500660,GLAXOSMITH  ,A ,Q,1463.55,1467.25,1443.25,1445.10,1445.10,1459.75,799,4286,6236230.00,
500670,GUJ.NARMADA ,A ,Q,229.90,229.90,222.15,223.20,223.20,226.80,690,97788,21891582.00,
