SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500387,SHREE CEMENT,A ,Q,27600.95,28560.00,27600.00,28198.85,28228.80,28017.15,1029,2576,72607736.00,
500390,REL INFRA   ,A ,Q,33.50,33.65,31.85,32.35,32.35,32.90,1374,287690,9382872.00,
500400,TATA POWER  ,A ,Q,90.05,90.35,86.40,87.15,87.15,90.00,6691,1736875,153069680.00,
500402,SPMLINFRA   ,B ,Q,14.25,15.76,14.25,15.33,15.44,15.15,34,7606,116890.00,
500403,SUNDARAM FAS,A ,Q,597.00,605.70,588.70,593.05,593.60,597.60,380,5804,3471963.00,
500404,SUNFLAG IRON,A ,Q,64.00,64.20,61.35,61.55,61.75,63.80,372,38037,2376903.00,
500405,SUPREME PET ,A ,Q,369.90,376.95,362.05,366.10,366.10,369.05,409,6123,2273295.00,
500407,SWARAJ ENGIN,A ,Q,1293.00,1294.20,1287.00,1288.05,1287.00,1287.80,120,1058,1364995.00,
500408,TATA ELXSI  ,A ,Q,2850.00,2954.00,2822.10,2869.60,2869.60,2841.40,4225,56176,162902754.00,
500410,ACC LTD     ,A ,Q,1768.00,1778.60,1754.45,1761.25,1765.90,1763.50,1616,25913,45796314.00,
500411,THERMAX     ,A ,Q,1150.00,1162.00,1130.40,1154.00,1159.50,1148.10,689,19934,22969969.00,
500412,THIRUMALAI  ,A ,Q,99.00,102.80,99.00,99.75,99.75,99.45,1521,246736,25031081.00,
500413,THOMAS COOK ,A ,Q,45.10,46.90,45.10,45.75,45.75,46.45,866,112629,5216354.00,
500414,TIMEX GROUP ,X ,Q,31.35,33.00,31.35,31.55,31.55,32.45,170,54931,1754176.00,
500418,TOKYO PLAST ,B ,Q,72.00,75.50,70.30,73.10,73.10,73.10,97,2450,181202.00,
500420,TORRENT PHAR,A ,Q,2722.00,2722.00,2545.00,2581.50,2581.50,2758.30,7778,152034,391043023.00,
500422,TRANSCHEM   ,X ,Q,18.20,19.00,17.70,18.15,18.20,18.75,28,1635,29523.00,
500425,AMBUJA CEME ,A ,Q,276.15,279.45,269.80,270.50,270.50,274.55,3810,375187,103154432.00,
500426,UTLINDS     ,XT,Q,15.08,15.95,14.80,15.95,15.95,15.57,62,18807,289359.00,
500429,UNIPHOS ENT.,B ,Q,82.20,82.20,80.00,81.00,81.00,82.20,69,4363,352188.00,
500439,VARD HOLDNG ,B ,Q,1366.00,1366.00,1350.00,1353.35,1350.00,1356.60,15,29,39367.00,
500440,HINDALCO    ,A ,Q,279.00,285.85,275.80,278.30,278.30,278.90,5409,854020,240221991.00,
500444,WEST COAS PA,A ,Q,187.90,188.50,183.50,183.85,183.50,188.00,166,7680,1435136.00,
500449,HIND.ORG.CHM,T ,Q,23.60,24.70,23.40,24.05,24.00,23.60,343,104296,2522248.00,
500450,MPIL CORP L ,X ,Q,244.00,250.00,244.00,249.85,250.00,250.00,7,60,14815.00,
500456,PAS.ACRYLON ,X ,Q,12.05,12.51,12.00,12.45,12.49,12.40,106,35716,440039.00,
500458,KORE        ,XT,Q,2.45,2.51,2.28,2.49,2.49,2.40,9,574,1349.00,
500459,PROCTER &GAM,A ,Q,12892.75,12978.00,12735.00,12750.45,12750.45,12702.55,400,748,9616942.00,
500460,MUKAND LTD. ,B ,Q,66.75,67.05,63.75,63.75,63.75,65.15,280,16392,1070282.00,
500463,AGCNET      ,B ,Q,870.00,870.00,835.00,850.00,850.00,852.00,52,378,318692.00,
500464,UCAL FUEL   ,B ,Q,130.15,132.00,128.10,128.60,128.60,130.65,204,6746,878991.00,
500467,HARR.MALAYAL,B ,Q,118.00,121.30,116.45,116.65,116.45,118.15,196,4806,567838.00,
500469,FEDERAL BANK,A ,Q,83.00,85.45,82.10,82.95,82.95,82.85,2415,1322390,110963467.00,
500470,TATA STEEL  ,A ,Q,706.50,716.30,691.70,699.55,699.55,702.90,16463,980881,693642912.00,
500472,SKF INDIA   ,A ,Q,2491.90,2514.00,2304.95,2336.20,2336.20,2420.50,1934,13884,33087243.00,
500477,ASHOK LEYL. ,A ,Q,136.15,137.05,133.80,134.60,134.60,135.85,4646,780660,105672348.00,
500480,CUMMINS (I) ,A ,Q,792.00,792.00,766.80,774.35,774.35,791.75,900,26075,20401285.00,
500483,TATA COMM   ,A ,Q,1026.80,1067.60,996.00,1047.95,1046.00,1026.80,1761,18981,19750712.00,
500488,ABBOTT (I)  ,A ,Q,14556.10,14999.00,14524.30,14671.00,14671.00,14497.65,573,1703,25237425.00,
500490,BAJ HOLD INV,A ,Q,3575.00,3575.00,3496.25,3530.75,3530.00,3508.65,363,1676,5917558.00,
500493,BHARAT FORGE,A ,Q,646.00,655.85,638.80,644.45,644.45,643.00,2756,140332,91086829.00,
500495,ESCORTS LTD.,A ,Q,1450.00,1468.40,1419.85,1428.15,1428.15,1432.65,4257,104346,150864235.00,
500500,HIND.MOTORS ,B ,Q,6.50,6.55,6.01,6.55,6.55,6.24,120,41919,273917.00,
500510,LARSEN & TOU,A ,Q,1551.00,1574.00,1544.25,1566.25,1566.25,1552.10,10904,192629,300731539.00,
500520,MAH & MAH   ,A ,Q,930.00,939.15,885.95,894.60,894.60,928.20,8606,300195,272425945.00,
500530,BOSCH LTD   ,A ,Q,16700.00,16769.90,16205.00,16323.35,16336.00,16711.50,898,2185,36102453.00,
500540,PREMIER LTD ,T ,Q,3.98,3.98,3.98,3.98,3.98,4.18,2,2100,8358.00,
500547,BHARAT PET. ,A ,Q,430.00,438.75,416.50,419.35,419.35,419.90,12274,812872,347074704.00,
500550,SIEMENS LTD.,A ,Q,1885.00,1900.00,1841.80,1849.30,1855.20,1879.50,1558,24325,45419252.00,
500570,TATA MOTORS ,A ,Q,337.00,338.55,322.15,325.10,325.10,335.85,42812,5406350,1776751670.00,
500575,VOLTAS LTD  ,A ,Q,1040.00,1089.55,1039.00,1080.15,1077.30,1039.20,4967,177475,189342901.00,
500620,GREAT EASTE ,A ,Q,257.95,261.45,256.00,257.65,257.65,255.95,260,107008,27601599.00,
500645,DEEPAK FERT.,A ,Q,163.50,163.50,156.25,157.25,157.60,159.35,842,39493,6266231.00,
500650,EXCEL INDUST,A ,Q,828.00,849.95,828.00,835.60,839.40,832.35,378,2436,2050312.00,
