SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
511411,SHRISTINFRA ,XT,Q,60.00,61.00,59.60,61.00,61.00,62.70,7,328,19759.00,
511413,CREST       ,B ,Q,94.55,99.50,88.30,96.00,96.00,96.05,35,1280,121528.00,
511431,VAKRANGEE   ,A ,Q,53.00,53.15,51.00,51.20,51.20,53.65,1398,449354,23127295.00,
511441,GUJ.CREDIT  ,XT,Q,4.24,4.24,4.04,4.24,4.24,4.04,5,211,874.00,
511463,ALEXANDER   ,X ,Q,15.15,15.15,14.02,14.46,14.49,14.74,127,36600,524844.00,
511473,IND.BANK MER,B ,Q,11.82,11.91,11.60,11.76,11.76,11.72,51,6429,75849.00,
511501,BHARAT BHUSH,X ,Q,16.50,17.90,16.50,16.50,16.50,16.50,28,1755,29252.00,
511505,CAPITAL TRUS,B ,Q,92.00,92.00,89.00,89.10,89.00,90.10,81,1130,101468.00,
511509,VIVO BIO TEC,X ,Q,60.65,60.65,53.45,55.15,55.00,56.05,83,8432,474138.00,
511523,VEERHEALTH  ,X ,Q,8.08,8.55,8.08,8.50,8.50,8.50,10,1359,11487.00,
511525,PAN INDIA C ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,42,45115,22106.00,
511533,SAHARA HOUSG,X ,Q,42.00,42.00,38.00,38.15,39.80,40.00,23,2225,85630.00,
511549,MORARKA FIN.,X ,Q,38.90,38.90,35.00,36.20,36.15,36.15,67,4247,152986.00,
511551,MONARCH     ,X ,Q,64.00,65.70,62.00,64.90,64.90,63.10,106,18503,1188588.00,
511557,PRO FIN CAP.,X ,Q,29.00,31.95,29.00,31.35,30.60,29.10,48,5523,172023.00,
511559,TIMES GUARAN,B ,Q,25.95,26.50,25.25,25.40,25.50,25.95,25,160,4125.00,
511571,SOMDATT FIN ,X ,Q,13.20,13.20,13.20,13.20,13.20,12.00,9,997,13160.00,
511589,AVONMORE    ,X ,Q,16.50,16.50,15.70,15.70,15.70,16.05,44,12433,196983.00,
511593,LIBORD FIN  ,X ,Q,5.52,5.52,5.52,5.52,5.52,5.42,3,200,1104.00,
511601,YASH MANAGE.,X ,Q,14.01,14.50,13.65,14.50,14.50,14.73,22,2814,38985.00,
511605,ARIHANT CAP.,X ,Q,89.60,89.60,85.00,86.20,86.50,87.10,179,13650,1178479.00,
511609,ISL CONSULT ,X ,Q,10.31,10.31,10.30,10.30,10.30,10.55,2,400,4120.00,
511611,DCM FINANCIA,T ,Q,1.83,1.83,1.83,1.83,1.83,1.76,1,100,183.00,
511628,IMCAP       ,X ,Q,43.85,48.20,43.85,46.95,44.20,45.95,33,17485,839702.00,
511630,SAMBHAAV MED,B ,Q,2.75,2.82,2.64,2.82,2.82,2.69,13,9297,26001.00,
511654,SUGAL DAM   ,X ,Q,8.55,9.45,8.55,9.45,9.45,9.00,3,597,5191.00,
511658,NETTLINX LTD,X ,Q,66.00,70.05,65.15,67.20,66.15,67.00,18,2955,202834.00,
511672,SCANSTL     ,XT,Q,19.10,19.35,18.20,19.30,19.30,18.45,15,2957,56902.00,
511676,GIC HOUSING ,A ,Q,118.85,120.25,118.00,118.65,118.65,118.85,251,14931,1779972.00,
511688,MATHEW EASOW,X ,Q,7.09,7.09,7.05,7.05,7.05,6.76,3,396,2795.00,
511696,CHARTERED CA,X ,Q,61.50,61.50,61.50,61.50,61.50,61.50,1,200,12300.00,
511710,CUBICAL FIN.,X ,Q,3.20,3.20,2.88,3.20,3.20,3.20,33,3923,12366.00,
511714,NIMBSPROJ   ,XT,Q,21.50,22.00,21.50,21.55,22.00,21.75,3,27,581.00,
511716,ESCORT FINAN,XT,Q,3.90,4.10,3.90,4.00,4.00,4.06,15,8784,35124.00,
511724,BAID LEASING,X ,Q,32.00,32.00,31.80,31.80,31.80,32.95,6,130,4140.00,
511726,VIPUL LTD   ,B ,Q,19.30,21.30,19.05,21.30,21.30,19.40,55,5987,122636.00,
511728,KZ LEAS FIN.,X ,Q,9.86,9.86,9.86,9.86,9.86,9.81,1,1,9.00,
511730,TRC FINAN.SE,X ,Q,7.59,7.98,7.59,7.98,7.98,7.98,7,5512,42000.00,
511736,USHDEV INTNL,XT,Q,0.26,0.26,0.26,0.26,0.26,0.27,28,351230,91319.00,
511742,UGROCAP     ,X ,Q,110.55,116.25,109.00,114.90,114.85,113.70,80,10292,1165478.00,
511754,SHALIB.FINAN,X ,Q,74.35,75.50,74.35,75.40,75.25,77.75,3,1000,74862.00,
511756,ABIRAMI FIN.,Z ,Q,4.50,4.50,4.50,4.50,4.50,4.54,1,1,4.00,
511764,UPASANA FIN.,X ,Q,15.00,15.00,13.78,14.98,14.98,14.50,5,117,1741.00,
511766,MUTHOOT CAP ,B ,Q,393.70,402.00,389.00,396.15,394.75,395.00,206,2689,1065279.00,
511768,MASTER TRUST,X ,Q,20.75,20.75,19.80,20.75,20.75,19.80,28,4393,90786.00,
512018,CNI RES LTD ,XT,Q,1.60,1.60,1.54,1.54,1.54,1.62,11,6565,10415.00,
512020,SARASW.COMM.,X ,Q,942.00,944.00,942.00,942.00,942.00,980.00,3,7,6596.00,
512024,N.D.METAL   ,X ,Q,23.80,23.80,23.80,23.80,23.80,23.80,1,50,1190.00,
512047,ROYAL IND   ,X ,Q,0.99,1.03,0.99,1.03,1.03,0.99,5,441,454.00,
512048,LUHARUKA    ,X ,Q,0.55,0.57,0.55,0.57,0.57,0.57,6,3544,1949.00,
512064,VISVEN      ,XT,Q,44.60,44.60,44.60,44.60,44.60,42.50,1,5,223.00,
512068,DECCANGOLD  ,X ,Q,15.50,16.40,15.45,16.10,16.15,15.65,379,130778,2103302.00,
512070,UPL         ,A ,Q,539.90,556.15,535.65,538.80,538.80,538.30,4880,268179,147028338.00,
512093,CRANES SOFTW,XT,Q,1.29,1.29,1.27,1.29,1.29,1.27,43,71946,92748.00,
512131,SIGNET IND  ,B ,Q,30.00,32.20,30.00,31.60,31.55,32.50,112,8409,266612.00,
512161,SECURKLOUD  ,B ,Q,90.85,96.55,90.85,90.85,90.85,95.60,1464,75530,6905000.00,
512165,ABANSENT    ,X ,Q,136.00,140.90,133.95,134.65,134.00,134.40,77,15565,2114717.00,
512169,CAPRICORN   ,XT,Q,8.25,8.25,8.22,8.22,8.22,8.25,2,3,24.00,
512175,VAMA INDS   ,X ,Q,7.15,7.65,6.93,6.95,6.93,6.96,72,46081,342957.00,
512179,SUNTECK REAL,A ,Q,370.00,379.45,365.00,370.20,370.20,366.70,1504,28061,10459871.00,
512217,PRISM MEDI  ,X ,Q,30.30,30.30,26.00,29.45,29.85,27.55,64,16702,491062.00,
512229,VERITAS     ,XT,Q,46.55,46.55,46.55,46.55,46.55,45.65,4,305,14197.00,
512237,JAI CORP LTD,A ,Q,90.90,92.40,89.25,89.90,89.90,90.50,620,63115,5728622.00,
512247,ASHIRWAD CAP,XT,Q,3.78,4.10,3.78,3.84,3.94,3.97,204,43545,167398.00,
512257,SVARTCORP   ,X ,Q,4.00,4.11,3.70,3.95,3.85,3.98,54,30474,120477.00,
512267,MEDIA MATRIX,X ,Q,5.01,5.45,5.01,5.16,5.29,5.33,77,33467,175672.00,
512279,NNTL        ,Z ,Q,7.21,7.21,7.21,7.21,7.21,7.35,1,200,1442.00,
512289,SHIRPUR GOLD,Z ,Q,7.50,7.82,7.20,7.82,7.82,7.46,30,4313,32950.00,
512296,BHAGYA INL  ,B ,Q,34.00,35.00,33.35,34.45,34.50,34.75,62,9600,329881.00,
512297,SHANTAI     ,X ,Q,32.50,32.50,32.50,32.50,32.50,32.50,2,300,9750.00,
512301,CHAMBAL BREW,X ,Q,1.57,1.57,1.57,1.57,1.57,1.57,3,2005,3147.00,
512344,ARAVALI SEC.,X ,Q,1.52,1.52,1.52,1.52,1.52,1.52,2,200,304.00,
512359,SWORDEDGE   ,X ,Q,9.95,9.95,9.95,9.95,9.95,9.50,1,5,49.00,
512379,CRESSANDA SO,XT,Q,0.69,0.69,0.69,0.69,0.69,0.66,59,88391,60989.00,
512381,STARTECK    ,X ,Q,80.50,84.75,77.05,80.05,80.05,80.75,33,12954,1062057.00,
512393,SHARDUL SECU,XT,Q,48.85,48.85,47.50,47.80,47.80,48.85,4,200,9539.00,
512437,APOLLO FIN I,X ,Q,308.00,320.00,308.00,314.65,310.10,307.05,67,1143,360953.00,
512441,ENBEE TRADG.,XT,Q,57.05,57.05,55.85,55.85,55.85,58.75,2,3,169.00,
512453,SHRI JAGDAMB,X ,Q,582.00,582.00,550.50,568.10,568.10,565.70,199,2516,1423397.00,
512455,LLOYDS MET E,XT,Q,12.30,12.30,11.70,12.06,12.06,12.30,138,36258,435084.00,
512463,SHREE GLOBAL,XT,Q,2.14,2.14,2.04,2.04,2.04,2.14,24,2636,5408.00,
512477,BETEX INDIA ,X ,Q,23.05,23.05,22.95,22.95,22.95,23.80,3,1000,23022.00,
512481,POLYTEX(P)  ,X ,Q,1.51,1.51,1.51,1.51,1.51,1.49,1,300,453.00,
512493,GARNET INTL ,X ,Q,36.55,36.55,33.25,33.25,33.25,34.95,10,531,17695.00,
512499,SHALIMAR PRO,X ,Q,0.66,0.66,0.65,0.66,0.66,0.65,699,1940028,1277916.00,
512519,DONEAR IND. ,B ,Q,34.45,34.45,32.50,33.25,33.40,34.20,205,14458,482295.00,
512527,SUPER SAL IN,X ,Q,441.05,451.00,441.00,442.95,441.00,450.05,34,1093,488847.00,
512529,SEQUENT     ,A ,Q,234.95,238.95,227.00,235.60,238.95,231.70,681,38834,9013347.00,
512531,STC INDIA   ,B ,Q,74.50,81.70,73.10,78.50,78.95,74.30,899,24351,1941615.00,
512553,ZENITH EXP. ,B ,Q,67.65,67.65,63.50,64.55,66.30,66.85,24,849,56415.00,
512573,AVANTI FEEDS,A ,Q,505.30,515.40,503.00,505.20,505.20,505.85,745,13024,6629259.00,
512587,ZODIAC JRD  ,B ,Q,28.05,28.85,26.85,28.00,28.00,28.00,48,2353,65083.00,
512589,SITA ENTER. ,X ,Q,13.03,13.03,13.03,13.03,13.03,13.43,1,150,1954.00,
512595,UNIMODE OVER,XT,Q,13.50,13.50,13.50,13.50,13.50,13.50,1,50,675.00,
512597,KEYFINSER   ,B ,Q,63.75,65.00,63.75,65.00,65.00,63.45,2,33,2113.00,
512599,ADANI ENTER ,A ,Q,632.95,641.85,620.70,629.70,629.70,628.60,5706,347431,219498198.00,
512604,HARIA EXPORT,X ,Q,1.03,1.03,1.03,1.03,1.03,0.99,5,1410,1452.00,
512608,BHANDARI HOS,T ,Q,2.75,2.75,2.58,2.60,2.60,2.71,231,421303,1096596.00,
512618,RLF LIMITED.,XT,Q,5.88,5.88,5.88,5.88,5.88,5.99,3,310,1822.00,
512626,ORBIT EXPORT,B ,Q,67.30,68.50,66.00,66.05,66.60,66.25,169,2321,154916.00,
512634,SAVERA IND  ,X ,Q,40.35,42.70,40.35,41.00,41.00,40.40,13,1455,59031.00,
513005,VBC FERRO   ,XT,Q,14.43,14.43,13.10,13.10,13.10,13.75,10,951,13125.00,
513010,TATASTLLP   ,A ,Q,650.00,677.65,649.60,656.95,656.95,645.40,920,20350,13544000.00,
513023,NAV BHAR VEN,A ,Q,64.90,64.90,61.50,61.85,61.70,62.40,783,100314,6321665.00,
513043,REMI EDEL   ,X ,Q,17.25,17.85,17.25,17.25,17.25,17.00,5,435,7563.00,
513059,G.S.AUTO INT,XT,Q,4.87,4.88,4.87,4.87,4.87,5.12,7,1585,7719.00,
513063,TRANSFREIGHT,XT,Q,11.68,11.68,11.68,11.68,11.68,11.46,4,214,2499.00,
513097,SHIV.BIMETAL,X ,Q,73.85,76.45,71.15,72.70,72.70,72.70,415,62155,4623279.00,
513108,GANDHI SP.TU,B ,Q,308.00,316.15,292.60,292.95,292.95,285.10,806,9151,2781327.00,
513117,AMFORGE IND.,XT,Q,2.69,2.69,2.69,2.69,2.69,2.74,3,128,344.00,
513121,ORICON ENT  ,T ,Q,24.00,24.95,23.00,23.80,23.60,24.10,158,52595,1268394.00,
513142,BALASORE    ,Z ,Q,10.25,10.60,9.92,10.00,10.00,10.37,126,40121,403480.00,
513149,ACROW INDIA ,X ,Q,99.05,99.05,99.05,99.05,99.05,109.15,1,2,198.00,
513173,STL STR INF ,X ,Q,4.56,4.57,4.56,4.57,4.57,4.36,6,834,3806.00,
513179,NAT STL AGRO,B ,Q,5.05,5.05,5.05,5.05,5.05,4.81,14,9264,46783.00,
513216,UTTAM GALVA ,T ,Q,8.62,8.62,7.90,8.27,8.25,8.25,77,19978,163730.00,
513228,PENNAR STEEL,B ,Q,22.85,23.40,22.20,22.70,22.80,22.65,188,27688,631011.00,
513250,JYOTI STRUCT,Z ,Q,5.89,5.89,5.89,5.89,5.89,6.20,7,2025,11927.00,
513262,ST.STR.WHEEL,B ,Q,645.40,647.10,615.25,626.45,621.25,643.25,178,1795,1141968.00,
513269,MAN IND.(I) ,B ,Q,78.35,78.35,76.20,76.60,76.25,78.00,488,48479,3741900.00,
513295,IMEC        ,X ,Q,1.72,1.72,1.72,1.72,1.72,1.64,1,200,344.00,
513303,MODERN STEEL,X ,Q,3.00,3.00,3.00,3.00,3.00,3.00,1,200,600.00,
513305,TERRASCOPE  ,X ,Q,1.99,1.99,1.90,1.90,1.90,1.99,20,25120,47738.00,
513307,SYNTHIKO FOI,XT,Q,23.85,24.00,22.00,24.00,24.00,23.15,10,873,19817.00,
513335,METALFORGE  ,B ,Q,4.77,4.77,4.77,4.77,4.77,4.55,3,665,3172.00,
513343,GRAND FOUND ,B ,Q,1.91,2.11,1.91,2.11,2.11,2.01,8,1310,2660.00,
513349,AJMERA      ,B ,Q,134.10,134.10,127.55,128.70,129.25,133.80,287,19755,2569384.00,
513353,COCHIN MIN. ,X ,Q,142.30,144.00,135.00,136.25,135.50,142.85,108,11614,1607749.00,
513361,ISW LTD     ,XT,Q,0.73,0.73,0.71,0.72,0.73,0.70,96,290248,211065.00,
513369,RAJKUMAR FRG,X ,Q,33.10,37.50,33.10,35.25,36.95,34.15,33,1924,67384.00,
513375,CARBORUNDUM ,A ,Q,506.00,539.50,506.00,527.85,525.25,505.70,1823,58373,30658534.00,
513377,MINERAL&METL,A ,Q,29.40,30.10,28.85,29.05,29.05,29.40,1067,368353,10821744.00,
513397,VALLABH STEL,X ,Q,8.79,8.79,8.79,8.79,8.79,8.78,1,1,8.00,
513401,ASHIANA ISP.,X ,Q,12.70,12.70,12.70,12.70,12.70,12.70,2,16,203.00,
513403,PM TELELINN ,X ,Q,3.33,3.33,3.33,3.33,3.33,3.33,3,800,2664.00,
513430,MAITRI      ,XT,Q,6.55,6.55,6.25,6.25,6.25,6.54,7,41,258.00,
513434,TATA METALIK,A ,Q,770.60,819.95,763.10,783.75,783.75,764.95,2682,51546,41021771.00,
513446,JSWISPL     ,B ,Q,27.45,27.85,26.85,26.90,26.90,27.10,272,47156,1282392.00,
513452,ELANGO INDUS,XT,Q,2.00,2.00,2.00,2.00,2.00,2.00,3,101,202.00,
513456,KANISHK ST. ,XT,Q,11.64,11.64,11.64,11.64,11.64,11.09,8,2812,32731.00,
513460,MAHALAXMI SM,Z ,Q,3.84,4.03,3.68,4.03,4.03,3.84,9,1520,5869.00,
513472,SIMPLEX CAST,X ,Q,17.75,17.80,17.75,17.80,17.80,19.05,3,400,7117.00,
513488,SH.STEEL WIR,X ,Q,22.40,23.85,21.15,22.00,22.85,23.00,39,3696,81027.00,
513502,BARODA EXTR.,XT,Q,0.65,0.66,0.60,0.65,0.66,0.63,153,232196,141602.00,
513509,KALYANI FORG,T ,Q,146.60,146.60,140.30,140.30,140.30,146.80,8,178,25519.00,
513511,PANCH.STEEL ,X ,Q,39.25,39.25,38.10,38.10,38.10,39.95,5,552,21151.00,
513513,ADITYA ISPAT,X ,Q,5.47,5.47,5.47,5.47,5.47,5.75,2,70,382.00,
513515,S.R.INDUS.  ,XT,Q,3.12,3.27,2.97,3.01,3.27,3.12,19,3185,10128.00,
513517,STEELCAST   ,X ,Q,150.00,150.05,150.00,150.00,150.00,150.50,7,1909,286350.00,
513519,PITTIENG    ,B ,Q,68.00,68.00,64.75,66.20,66.20,66.00,2015,155583,10347860.00,
513528,GLITTEK GRAN,X ,Q,1.71,1.71,1.68,1.68,1.68,1.68,8,2412,4121.00,
513532,PRADEEP MET.,X ,Q,57.45,57.75,55.50,56.15,56.15,57.45,18,2095,118329.00,
513536,GNRL        ,X ,Q,18.56,18.61,17.90,18.61,18.61,18.25,176,106373,1975683.00,
513540,T.N.STEEL TU,P ,Q,10.26,10.27,10.26,10.27,10.27,10.79,3,500,5133.00,
513548,SHARDA ISPAT,XT,Q,75.95,75.95,75.95,75.95,75.95,77.50,6,64,4860.00,
513554,MAHA STEEL  ,B ,Q,108.50,113.60,105.05,106.85,105.15,109.80,88,2344,254994.00,
513566,NOVA IRON&ST,XT,Q,7.83,7.83,7.83,7.83,7.83,7.98,2,100,783.00,
513599,HIND.COPPER ,A ,Q,74.30,78.85,73.25,74.55,74.55,76.55,5432,1053724,80324583.00,
513605,SRIPIPES    ,A ,Q,157.25,159.85,156.75,159.30,159.50,156.95,91,4753,749503.00,
513642,AXEL POLYMER,XT,Q,13.41,13.41,13.25,13.25,13.25,12.78,4,700,9307.00,
513683,NLCINDIA    ,A ,Q,56.60,58.00,56.55,57.65,57.65,56.20,1437,276510,15823627.00,
513687,SPECTRA IND.,XT,Q,3.14,3.14,3.14,3.14,3.14,3.08,5,567,1780.00,
513691,JMT AUTO LTD,T ,Q,2.95,3.00,2.90,2.95,2.95,2.95,117,37630,111187.00,
513693,KIC METALIKS,X ,Q,38.25,39.00,38.25,38.25,38.25,38.25,12,1925,73914.00,
513709,SHILP GRAVUR,X ,Q,100.20,102.40,94.00,95.00,95.00,98.55,572,58854,5748623.00,
513713,WHITEORG    ,X ,Q,5.18,5.25,5.03,5.08,5.09,5.02,146,79551,407059.00,
513723,HIMALAYA GR.,X ,Q,20.80,20.80,20.80,20.80,20.80,20.80,1,3,62.00,
513729,ARO GRANITE ,B ,Q,44.55,45.25,43.50,44.15,44.15,44.65,60,4341,192887.00,
514010,HIM.FIBRES  ,XT,Q,3.12,3.12,3.10,3.12,3.12,3.06,21,5438,16894.00,
514028,RAJKAMAL SYN,X ,Q,4.33,4.33,4.33,4.33,4.33,4.13,1,1,4.00,
514030,DEEPAK SPINN,X ,Q,116.95,116.95,107.00,107.65,107.00,106.45,253,28230,3113473.00,
514034,JBF IND.LTD ,B ,Q,13.08,14.40,13.08,13.59,13.59,13.11,253,49327,690887.00,
514036,LOY.TEX MILL,X ,Q,498.10,531.00,498.10,519.80,519.10,519.00,26,2364,1220018.00,
514043,HIMAT.SEIDE ,A ,Q,152.30,152.55,148.10,151.30,151.30,153.25,684,20691,3112204.00,
514045,BSL LTD.    ,B ,Q,30.65,32.75,30.65,31.70,31.70,32.40,18,3019,97091.00,
514087,PBM POLYTEX ,X ,Q,59.70,64.50,56.00,58.75,58.75,59.70,15,542,30956.00,
514113,ADHINATH TEX,XT,Q,4.30,4.31,4.30,4.31,4.31,4.21,10,1010,4353.00,
514128,KONARK SYN. ,X ,Q,7.32,7.32,7.32,7.32,7.32,6.98,1,300,2196.00,
514138,SURYALATA SP,XT,Q,131.75,131.75,127.05,128.50,128.50,131.25,26,4215,548231.00,
514140,SURYAVA SPIN,XT,Q,3.85,3.85,3.81,3.81,3.81,3.81,2,288,1101.00,
514142,TT LTD.     ,B ,Q,50.45,50.65,49.50,50.65,50.65,50.65,64,1040,52271.00,
514144,UNIWORTH LTD,XT,Q,0.40,0.40,0.38,0.39,0.39,0.40,4,587,226.00,
514162,WELSPUN (I) ,A ,Q,67.05,68.15,65.70,66.35,66.35,67.35,826,79256,5314888.00,
514165,IND.ACRYLICS,X ,Q,10.55,10.55,10.12,10.21,10.12,10.34,143,40877,418300.00,
514167,GANESH ECOSP,B ,Q,503.00,518.00,489.80,511.05,511.05,487.15,583,12614,6387520.00,
514175,VARDHMAN POL,B ,Q,13.67,13.97,13.67,13.97,13.97,13.71,8,1330,18383.00,
514183,BLA ROS IND ,X ,Q,140.00,141.00,137.00,140.40,139.15,135.25,1227,88049,12237894.00,
514197,ST CORP     ,XT,Q,5.42,5.42,5.42,5.42,5.42,5.42,1,260,1409.00,
514215,BINNY LTD.  ,X ,Q,95.50,95.50,85.60,86.85,85.60,90.70,124,14436,1293003.00,
514223,RAMGOPAL POL,XT,Q,2.10,2.10,1.99,1.99,1.99,2.00,15,7516,15093.00,
514234,SANGAM INDIA,T ,Q,76.25,80.20,76.25,79.25,79.00,79.65,34,11912,947442.00,
514240,KUSHIND     ,X ,Q,1.73,1.76,1.70,1.76,1.76,1.73,6,709,1217.00,
514264,SEASONS TEXT,XT,Q,5.94,6.25,5.94,5.94,6.25,6.25,10,1557,9248.00,
514266,ZENITH FIBRE,X ,Q,42.05,42.05,40.00,40.05,40.05,41.00,10,347,13916.00,
514274,AARVEE DENIM,B ,Q,22.55,22.55,20.10,21.00,21.00,20.80,30,7506,158041.00,
514286,ASHIMA LTD. ,B ,Q,13.00,13.16,12.74,12.99,12.99,12.91,49,13159,169348.00,
514300,PIONEER EMB ,B ,Q,45.90,46.05,44.00,44.65,44.80,45.90,276,4377,197295.00,
514302,VIPPY SPIN. ,X ,Q,42.50,42.50,38.40,39.45,40.00,42.00,29,1312,51222.00,
514312,JAY HIND SYN,XT,Q,2.90,2.90,2.85,2.85,2.85,2.80,10,1705,4909.00,
514318,JATTAINDUS  ,P ,Q,16.85,16.95,16.85,16.90,16.95,16.15,3,500,8460.00,
514322,KAMADGIRI   ,X ,Q,33.65,35.20,31.60,32.50,34.60,34.45,29,2580,85085.00,
514326,PATSPIN INDI,B ,Q,5.41,5.77,5.41,5.46,5.46,5.69,6,900,4926.00,
514330,ONEGLOBAL   ,X ,Q,3.01,3.01,3.01,3.01,3.01,2.87,1,10,30.00,
514332,NEOINFRA    ,X ,Q,14.45,14.45,14.45,14.45,14.45,14.20,1,10,144.00,
514358,EVERLON SYN.,X ,Q,10.60,11.10,10.60,10.65,11.10,10.60,9,241,2566.00,
514360,KRRAIL      ,X ,Q,14.60,15.19,14.60,14.75,14.75,14.64,12,493,7232.00,
514394,AJIL        ,X ,Q,36.75,38.40,35.25,35.95,36.00,37.10,113,14042,517465.00,
514400,GARWARE SYN.,X ,Q,3.69,3.69,3.69,3.69,3.69,3.76,3,462,1704.00,
514412,SARUPINDUS  ,X ,Q,16.90,16.90,16.85,16.85,16.85,16.10,5,382,6437.00,
514418,MANORG      ,X ,Q,508.00,523.70,488.00,493.40,493.40,513.60,605,19844,10008479.00,
514428,HINDU.ADHESI,X ,Q,123.00,124.00,121.10,123.60,124.00,122.65,24,1304,160205.00,
514442,SRI KPR IND ,X ,Q,12.95,13.33,12.07,13.33,13.33,12.70,12,650,8179.00,
514448,JYOTI RESINS,X ,Q,425.00,425.00,390.00,394.85,394.85,419.85,320,11976,4799219.00,
514450,MAHA.RUBTECH,X ,Q,43.10,44.85,42.00,42.05,42.05,43.90,29,7959,342720.00,
514454,SOUTH.LATEX ,XT,Q,5.23,5.23,5.23,5.23,5.23,5.23,4,100,523.00,
514470,WIMSOME TEXT,T ,Q,32.50,34.40,32.30,32.65,34.00,33.95,31,4372,141866.00,
515008,MOD.INSUL.  ,XT,Q,62.25,62.80,59.00,61.15,62.00,59.90,160,21145,1288446.00,
515030,ASAHI IN.GLA,A ,Q,293.00,293.25,285.20,285.85,285.20,292.05,246,3965,1141963.00,
515037,MURD.CERAM  ,B ,Q,21.45,22.35,21.15,21.95,22.15,21.45,126,15687,338354.00,
515043,SAINT-GOBAIN,X ,Q,67.65,67.65,66.35,66.50,66.50,66.65,321,38974,2606727.00,
515055,ANANTRAJ    ,B ,Q,44.70,45.50,44.25,45.50,45.50,43.35,577,83016,3756773.00,
515059,MADHUS.IND. ,X ,Q,10.22,10.22,10.22,10.22,10.22,9.74,1,200,2044.00,
515085,RESTILE CER.,X ,Q,2.71,2.85,2.71,2.75,2.75,2.80,11,5780,16047.00,
515093,MADHAV MARB.,B ,Q,54.95,55.10,54.05,54.55,54.55,54.80,60,2162,118709.00,
515127,RAMASIGNS   ,X ,Q,2.28,2.28,2.28,2.28,2.28,2.40,2,101,230.00,
515145,HIND.NAT.GLS,B ,Q,28.30,29.90,27.55,27.70,27.55,27.80,385,13442,386058.00,
515147,HALDYN GLASS,X ,Q,31.15,31.65,30.65,31.30,31.20,31.15,313,62773,1961097.00,
516003,DUROPLY     ,X ,Q,62.00,70.00,62.00,70.00,70.00,58.35,214,34318,2378765.00,
516007,MANGALAM TIM,B ,Q,9.79,11.23,9.42,11.23,11.23,10.21,98,22852,250778.00,
516016,SHREYANS IND,B ,Q,83.50,83.50,81.05,81.10,81.10,81.10,26,970,79462.00,
516020,AGIO PAPER  ,XT,Q,2.62,2.62,2.62,2.62,2.62,2.50,3,1870,4899.00,
516022,STAR PAPER  ,B ,Q,109.05,110.00,107.20,107.95,107.55,108.80,129,6217,677614.00,
516030,YASHPAKKA   ,X ,Q,78.30,78.30,78.30,78.30,78.30,82.40,148,19423,1520820.00,
516032,SARDA PAPERS,XT,Q,5.04,5.04,5.04,5.04,5.04,5.30,1,100,504.00,
516062,NAT.PLYWOOD ,Z ,Q,7.13,7.13,7.06,7.06,7.06,7.42,7,2284,16125.00,
516064,ARROWGREEN  ,B ,Q,62.40,64.00,60.00,61.95,62.00,59.50,198,9000,563661.00,
516072,VISHNU CHEM ,B ,Q,180.00,180.00,177.35,177.40,177.40,176.00,36,1085,194137.00,
516078,JUMBO BAG   ,Z ,Q,8.72,8.72,8.55,8.55,8.55,8.31,2,229,1974.00,
516082,N.R.AGARWAL ,B ,Q,220.00,225.65,218.30,221.00,220.00,215.70,314,3826,849988.00,
516086,SH.RAJES.PAP,XT,Q,3.68,3.68,3.68,3.68,3.68,3.52,1,1,3.00,
516092,3PLAND      ,B ,Q,9.35,9.35,9.11,9.11,9.11,9.37,3,350,3218.00,
516096,SANGAL PAPER,XT,Q,72.50,79.00,72.50,74.00,74.00,76.20,3,381,29692.00,
516108,S.I.PAPER   ,X ,Q,83.85,83.95,80.15,81.25,81.00,83.65,89,9496,775146.00,
516110,SCANDENT    ,XT,Q,16.35,16.35,15.50,15.50,15.50,15.58,13,178,2765.00,
517015,VINDHYA TELE,A ,Q,834.90,848.60,820.00,822.40,822.40,832.35,286,1846,1541236.00,
517035,RUTTONSHA IN,X ,Q,44.95,44.95,33.05,38.00,38.00,38.45,20,1710,63667.00,
517041,ADORWELDING ,B ,Q,296.60,309.60,296.60,301.75,302.30,296.50,528,9581,2904123.00,
517044,INT.DATA MAN,XT,Q,5.00,5.00,5.00,5.00,5.00,5.22,1,1,5.00,
517059,SALZER ELEC ,B ,Q,122.00,127.70,119.80,120.40,120.00,123.70,105,2163,265273.00,
517063,JETINFOTRAN ,X ,Q,34.20,36.95,34.20,35.15,35.15,35.70,9,231,8101.00,
517077,INDAGIV COMM,XT,Q,28.75,28.75,28.75,28.75,28.75,27.55,1,1,28.00,
517096,APLAB LTD.  ,X ,Q,22.50,22.50,19.05,21.25,21.25,21.00,28,1892,37074.00,
517119,PCS TECH    ,X ,Q,5.06,5.50,5.05,5.20,5.20,5.24,21,3023,15693.00,
517146,USHA MART.LT,A ,Q,34.40,34.50,31.45,32.15,32.15,33.40,1538,230801,7619079.00,
517166,SPEL SEMICON,XT,Q,14.80,14.80,13.41,14.17,14.50,14.11,162,39485,562864.00,
517168,SUBROS LTD. ,A ,Q,330.10,335.05,327.30,329.30,328.25,334.85,695,7109,2342784.00,
